Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/QF Loss,trainer/Y Predictions Max,trainer/Y Predictions Mean,trainer/Y Predictions Min,trainer/Y Predictions Std
0,13,7.95451813263875,1,5.133651039427212,0.07091428571428572,315,0.973,0.07091428571428572,0.0,0.23569803580350995,0.973,0.004475656181126027,0.0,0.06167286384048432,315,4991,17,15.844444444444445,1,3.843517642207617,14,8.034,0,4.853539327130254,0.08366666666666667,63,0.973,0.08366666666666667,0.0,0.26086583549208603,0.973,0.005271,0.0,0.06855972257090891,122,2000,20,15.873015873015873,1,4.61705624449469,2000,0.01263657701201737,26.4126802792307,19.54798468016088,3.8143315149936825,0.10385566391050816,0.21276319306343794,16045.9015158033,2.721108650090173,0.0066424455,0.012079521,0.006846862,-0.0044734646,0.0028022341
1,14,9.282913165266107,0,3.3906032845374274,0.09126299694189602,327,0.991,0.09126299694189602,0.0,0.2655571224178695,0.991,0.005970988395358143,0.0,0.07157631889412892,642,9989,18,15.284403669724771,1,4.299402724579437,14,9.212,0,3.6716557572844435,0.12522727272727274,66,0.946,0.12522727272727274,0.0,0.2825473301973545,0.946,0.008265,0.0,0.07896626352436842,188,3000,21,15.151515151515152,1,4.902820537146694,3000,0.009980181930586696,28.45525357220322,22.109224383020774,4.102711056126282,0.020219264086335897,0.006900761043652892,16074.369258028688,2.2062179259955883,0.008302586,0.07764036,0.013416488,-0.015906235,0.016413279
2,14,5.686341659951652,0,5.002026864857645,0.0904235807860262,229,0.991,0.0904235807860262,0.0,0.2608508241448491,0.991,0.00417143432715552,0.0,0.05915041996118818,871,14953,50,21.676855895196507,1,13.024009963504026,14,7.488,0,4.622105148089991,0.11681818181818183,55,0.964,0.11681818181818183,0.0,0.28830003884268596,0.964,0.006425,0.0,0.07266846891878209,243,4000,46,18.181818181818183,1,8.680366370757545,4000,0.005999605869874358,21.535226789768785,15.582983944099396,3.2395649149548262,0.02997504803352058,0.012948277872055769,16095.925597624155,2.663754998939112,0.006197734,0.11184557,0.011632841,-0.021894835,0.0164902
3,14,7.389023405972559,0,4.15377253176175,0.10127756653992395,263,0.982,0.10127756653992395,0.0,0.2739639920946191,0.982,0.005374495560936238,0.0,0.067070417226049,1134,19909,50,18.844106463878326,1,10.649373562864678,14,8.394,0,3.830765458756252,0.08933333333333332,57,0.883,0.08933333333333332,0.0,0.24694969537698083,0.883,0.005092,0.0,0.06249042755494635,300,5000,44,17.54385964912281,3,6.73579121920526,5000,0.010815618094056845,27.66736046085134,19.875108777778223,4.575542818987742,0.04176676203496754,0.015949405962601304,16123.60227177618,3.1481770779937506,0.004160461,0.099262334,0.018953448,-0.01790094,0.018352691
4,13,9.037022213327997,3,1.1660385781295042,0.07541587301587302,315,0.991,0.07541587301587302,0.0,0.23331983988627136,0.991,0.0047540524314588755,0.0,0.06138071603906664,1449,24906,25,15.863492063492064,1,3.816892344640065,14,8.565,0,2.0429818892980918,0.09398360655737704,61,0.973,0.09398360655737704,0.0,0.24381963851317975,0.973,0.005733,0.0,0.06428273260370937,361,6000,32,16.39344262295082,1,4.59607347929031,6000,0.011654337169602513,30.11249380116351,23.137861837865785,4.248248636024073,0.031089149182662368,0.014750449918210506,16153.719240836333,2.6688893910031766,0.0033658978,0.18771651,0.030814534,-0.02077217,0.029938
5,14,9.299119647859143,0,3.1804416845799457,0.05334507042253521,284,0.991,0.05334507042253521,0.0,0.19691184650142476,0.991,0.0030312124849939974,0.0,0.04853629708810178,1733,29904,50,17.598591549295776,1,7.556882749487784,14,8.996,0,3.707287957523667,0.11780701754385965,57,0.991,0.11780701754385965,0.0,0.2906970713976581,0.991,0.006715,0.0,0.07458388415066619,418,7000,46,17.54385964912281,1,8.383505475066922,7000,0.01025053602643311,27.80609715799801,20.860349498922005,4.3007101027760655,0.020608837017789483,0.013029432157054543,16181.530636747368,2.6011487510986626,0.00579415,0.26952514,0.030820806,-0.004102652,0.03225488
6,14,8.898896690070211,0,2.672533647055357,0.08188782051282051,312,0.991,0.08188782051282051,0.0,0.2430066150948678,0.991,0.005125175526579739,0.0,0.0639481671538857,2045,34889,50,15.977564102564102,1,4.981646748095848,14,9.069,0,2.4491302537839834,0.10885937500000001,64,0.991,0.10885937500000001,0.0,0.2727090291860711,0.991,0.006967,0.0,0.07395659477693657,482,8000,22,15.625,1,4.668712349245775,8000,0.0061411019414663315,25.1508188766893,18.796665732981637,4.033072483027354,0.02249377011321485,0.012486488791182637,16206.685544451931,2.279959299834445,0.008862654,0.24501453,0.04556231,-0.016805017,0.037406225
7,14,7.930288461538462,0,3.6143671530144723,0.10186138613861385,303,0.991,0.10186138613861385,0.0,0.27074137415121197,0.991,0.0061826923076923074,0.0,0.07099791971804484,2348,39881,50,16.475247524752476,1,6.694553314497218,14,8.488,0,3.3796236476862336,0.114484375,64,0.973,0.114484375,0.0,0.2781046898307531,0.973,0.007327,0.0,0.07573007375541108,546,9000,25,15.625,1,5.263375817856825,9000,0.008265729993581772,22.96298916498199,17.11372197116725,3.638950644992292,0.021336925914511085,0.010820156894624233,16229.652257598704,2.1698937360197306,0.003361983,0.18336017,0.03934072,-0.009480351,0.032028165
8,14,6.4083633453381355,0,4.323121769643673,0.10013274336283186,226,0.991,0.10013274336283186,0.0,0.2654065175298851,0.991,0.00452781112444978,0.0,0.06015040444845624,2574,44879,50,22.115044247787612,1,12.375577013374825,14,7.482,0,3.752289434465311,0.07540816326530612,49,0.802,0.07540816326530612,0.0,0.2249789031712454,0.802,0.003695,0.0,0.052394083396887475,595,10000,42,20.408163265306122,4,7.695528432206295,10000,0.011501733912155032,18.809153909329325,13.228871841914952,3.185906282858923,0.017112046014517546,0.014825317775830626,16248.465226980159,2.350936686852947,0.0031087906,0.23525727,0.043929324,-0.009665348,0.034839354
9,14,7.509320505111245,0,4.570132685972117,0.10935312499999998,320,0.982,0.10935312499999998,0.0,0.27536845258259773,0.982,0.0070140308679094,0.0,0.07470935601982541,2894,49868,46,15.590625,1,5.285407941623333,14,7.963,0,4.6779943351825475,0.0914126984126984,63,0.9279999999999999,0.0914126984126984,0.0,0.24606733075994003,0.9279999999999999,0.005759,0.0,0.0656344034710456,658,11000,25,15.873015873015873,1,4.755922167825575,11000,0.010653656907379627,28.34868962597102,20.543784010922536,4.279763809172437,0.016948478994891047,0.00741031882353127,16276.816850757925,3.4901293511502445,0.0029097407,0.2095765,0.05331127,-0.0025927469,0.038322542
