,codebook_dl,num_symbols,train_num_primitive_actions,train_num_abstract_actions,train_code_length,train_description_length,train_node_cost,test_num_primitive_actions,test_num_abstract_actions,test_code_length,test_description_length,test_node_cost,2,3,4,5,6
code_book38.npy,1632,44,15.158,3.44,28.192,1660.192,134.146,28.390342052313883,6.150905432595573,49.33601609657948,1681.3360160965794,255.57746478873239,0.06925900707779926,0.7046325685640414,0.1791159724766639,0.01688123306242823,0.03011121881906708
code_book24.npy,2246,55,15.23,3.156,24.704,2270.704,134.846,28.430583501006037,5.6438631790744465,42.10865191146881,2288.1086519114688,258.3480885311871,0.2691521432107607,0.14379507983765705,0.2474403399270555,0.2887295412875196,0.05088289573700721
code_book8.npy,2287,57,15.036,3.162,24.752,2311.752,137.63,27.760563380281692,5.55533199195171,42.52716297786721,2329.527162977867,259.0482897384306,0.1475140035385311,0.286427070736451,0.32444247441507545,0.19403449721778201,0.04758195409216034
code_book40.npy,2334,56,15.19,3.158,25.232,2359.232,142.392,28.24748490945674,5.446680080482897,43.074446680080484,2377.0744466800807,267.63983903420524,0.28056809673619004,0.47759207265369796,0.05678420879715289,0.09381540000896198,0.09124022180399706
code_book13.npy,2425,55,15.244,3.054,24.288,2449.288,134.478,28.547283702213278,5.331991951710261,41.52917505030181,2466.529175050302,254.91146881287727,0.4707388361813861,0.20687255542391259,0.010318564901187254,0.0666801925539649,0.24538985093954924
code_book19.npy,2443,59,15.31,3.094,24.848,2467.848,143.092,28.3420523138833,5.436619718309859,42.559356136820924,2485.559356136821,267.69215291750504,0.3108319561807794,0.20338643936107487,0.2023712061470886,0.1687480860723179,0.11466231223873923
code_book2.npy,2475,58,16.002,3.122,23.712,2498.712,141.236,28.806841046277665,5.315895372233401,39.517102615694164,2514.517102615694,265.14688128772633,0.2896040037338077,0.3199476234088148,0.04474985739666117,0.12646036002862043,0.21923815543209588
code_book30.npy,2547,60,15.188,3.028,23.216,2570.216,137.74,28.225352112676056,5.3561368209255535,38.905432595573444,2585.9054325955735,262.4225352112676,0.1560238802878043,0.21527932088618582,0.3377670754636022,0.02949840235627732,0.2614313210061304
code_book33.npy,2556,60,15.072,3.16,24.832,2580.832,147.562,28.026156941649898,5.58148893360161,42.38229376257545,2598.3822937625755,278.83098591549293,0.25260361521785746,0.07839246260187828,0.35214348142402846,0.19424676898409482,0.12261367177214087
code_book39.npy,2573,61,15.332,3.042,22.688,2595.688,143.914,28.303822937625753,5.386317907444668,37.987927565392354,2610.9879275653925,273.4989939637827,0.06112092182353336,0.20569587577536974,0.2227304503411137,0.416148193536027,0.09430455852395635
code_book4.npy,2618,61,15.294,3.028,23.664,2641.664,144.64,28.088531187122737,5.251509054325956,39.114688128772634,2657.1146881287727,269.1629778672032,0.07618150148155624,0.3423828327625213,0.26053487443039414,0.03124620265918077,0.28965458866634763
code_book34.npy,2621,61,15.39,3.052,23.072,2644.072,138.54,28.60764587525151,5.396378269617706,39.03420523138833,2660.034205231388,264.4788732394366,0.08974848424798873,0.029384589660239477,0.3455716388815148,0.3624537169607444,0.17284157024951247
code_book28.npy,2624,61,15.158,2.992,22.496,2646.496,139.758,28.39235412474849,5.261569416498994,38.19718309859155,2662.1971830985917,265.7162977867203,0.3074341079391155,0.28470868968456414,0.10108088326514147,0.05606473834924519,0.2507115807619337
code_book10.npy,2783,63,15.37,3.004,23.12,2806.12,140.374,28.579476861167002,5.2635814889336014,39.420523138833,2822.420523138833,266.1267605633803,0.31960178935937383,0.07207209957802314,0.23735475255387414,0.06466518271555609,0.30630617579317293
code_book27.npy,2801,65,15.44,3.078,23.328,2824.328,151.036,28.400402414486923,5.317907444668008,39.2112676056338,2840.211267605634,282.43863179074447,0.012916280684187185,0.17179923142618356,0.5158043644489714,0.15661320965510878,0.142866913785549
code_book18.npy,2813,66,15.478,3.04,23.52,2836.52,146.624,28.569416498993963,5.325955734406438,39.91951710261569,2852.919517102616,277.1851106639839,0.13724315295085918,0.2587062777814969,0.24862152037900942,0.13780933166866954,0.21761971721996493
code_book22.npy,2848,63,15.682,2.992,21.36,2869.36,139.588,28.935613682092555,5.245472837022133,35.17102615694165,2883.1710261569415,262.5533199195171,0.33852375215499697,0.015031744403819254,0.1109978902219386,0.020064758386752254,0.5153818548324929
code_book9.npy,2851,67,15.406,3.034,23.504,2874.504,149.264,28.197183098591548,5.261569416498994,39.29175050301811,2890.291750503018,279.12273641851107,0.14546776505135797,0.22080168470256192,0.1652324254655338,0.2529659611822764,0.21553216359826993
code_book16.npy,2853,66,15.07,3.036,23.264,2876.264,149.916,27.77665995975855,5.227364185110664,38.16498993963783,2891.164989939638,281.50905432595573,0.23901047068225395,0.14050495363631554,0.2815348760038158,0.13279607237293217,0.2061536273046824
code_book31.npy,2857,64,15.362,3.014,22.688,2879.688,136.702,28.424547283702214,5.30784708249497,38.19718309859155,2895.1971830985917,258.50301810865193,0.292269303856396,0.13012653385497722,0.025563597991167093,0.267352729889292,0.2846878344081678
code_book36.npy,2865,66,15.398,3.056,23.024,2888.024,148.544,28.271629778672033,5.3199195171026155,38.16498993963783,2903.164989939638,276.2837022132797,0.009703350810554888,0.17356796634506008,0.35734304938228767,0.2836269706222298,0.17575866283986757
code_book20.npy,2872,67,15.468,3.006,23.024,2895.024,150.942,28.31790744466801,5.241448692152917,37.601609657947684,2909.601609657948,282.4949698189135,0.08917628324727457,0.2451443552202264,0.26218949353962406,0.13448510785540355,0.26900476013747143
code_book14.npy,2928,68,15.332,2.982,21.952,2949.952,151.188,28.132796780684103,5.144869215291751,35.87927565392354,2963.8792756539237,281.1810865191147,0.1723389360955927,0.32262603820783503,0.12707108955382695,0.049743758387868584,0.32822017775487683
code_book23.npy,2939,67,15.518,3.022,22.704,2961.704,147.394,28.54527162977867,5.275653923541247,37.69818913480885,2976.6981891348087,276.19114688128775,0.11842152557228855,0.1830953826597346,0.22967228932144995,0.19855925117649098,0.2702515512700359
code_book37.npy,2951,67,15.764,3.018,23.12,2974.12,147.602,28.70221327967807,5.295774647887324,38.76056338028169,2989.760563380282,279.9778672032193,0.2585659880567775,0.027300225719531283,0.2652755383691863,0.23276352729840175,0.21609472055610315
code_book7.npy,2954,68,15.6,3.02,22.592,2976.592,146.658,28.782696177062373,5.293762575452717,37.24748490945674,2991.247484909457,276.75050301810865,0.24605413601491527,0.17472887792636008,0.03380513191046222,0.28963460927341533,0.2557772448748471
code_book1.npy,2964,67,15.174,2.97,23.712,2987.712,147.734,28.070422535211268,5.185110663983903,39.839034205231385,3003.839034205231,276.46478873239437,0.3187946265154259,0.24236247916878528,0.09872397407264515,0.12901722122704593,0.21110169901609788
code_book25.npy,2983,68,15.638,3.04,23.296,3006.296,150.048,28.57344064386318,5.285714285714286,39.00201207243461,3022.002012072435,280.0261569416499,0.3552585216107577,0.05170033402343369,0.08906568406862488,0.3117837249249263,0.1921917353722575
code_book5.npy,2984,68,15.662,2.986,21.728,3005.728,149.344,28.595573440643864,5.195171026156942,35.09054325955734,3019.0905432595573,279.7364185110664,0.1488014685051485,0.03812158591579173,0.16339763426273746,0.312658239445571,0.3370210718707514
code_book29.npy,3017,70,15.534,3.012,22.352,3039.352,152.242,28.55533199195171,5.2716297786720325,36.52313883299799,3053.523138832998,283.8893360160966,0.23551570297671104,0.09804103003286482,0.1186473837304768,0.310201096763886,0.2375947864960613
code_book6.npy,3043,69,15.472,2.986,21.872,3064.872,150.53,28.344064386317907,5.245472837022133,35.734406438631794,3078.7344064386316,284.2374245472837,0.014622303919761069,0.156012555441646,0.22127809737096346,0.26158553046002225,0.34650151280760727
code_book17.npy,3046,69,15.662,3.01,22.736,3068.736,149.398,28.714285714285715,5.2917505030181085,38.80885311871227,3084.8088531187122,280.41851106639837,0.0767828842996597,0.341879694713092,0.04955259836284421,0.27274216943146595,0.2590426531929381
code_book35.npy,3047,68,15.372,2.972,21.728,3068.728,148.318,28.356136820925553,5.221327967806841,36.50704225352113,3083.507042253521,278.5010060362173,0.01428922992705345,0.12835493065639125,0.08390030525887257,0.5218999903304173,0.25155554382726547
code_book32.npy,3065,70,15.862,3.046,23.44,3088.44,151.406,28.6841046277666,5.27364185110664,38.438631790744466,3103.4386317907447,282.0885311871227,0.2117728374535593,0.14276988051485368,0.24570996341203682,0.18820298282087244,0.21154433579867782
code_book12.npy,3073,69,15.46,2.97,21.424,3094.424,150.378,28.358148893360163,5.193158953722334,35.46076458752515,3108.4607645875253,284.11871227364185,0.2362334015958036,0.004233792095425249,0.06057143239823715,0.33651095708786527,0.3624504168226687
code_book15.npy,3117,70,15.32,2.984,22.288,3139.288,153.07,28.261569416498993,5.229376257545272,36.63581488933602,3153.635814889336,288.8792756539235,0.09368690062659721,0.052450675281075124,0.39654548133028183,0.1669124616718043,0.2904044810902417
code_book3.npy,3142,72,15.656,2.976,22.16,3164.16,156.87,28.43460764587525,5.160965794768612,36.394366197183096,3178.394366197183,294.6639839034205,0.1356942561975157,0.22028274791853597,0.22785430075922217,0.07510986182634208,0.341058833298384
code_book11.npy,3167,72,15.318,2.99,23.168,3190.168,154.93,28.348088531187123,5.191146881287726,38.9215291750503,3205.92152917505,291.3199195171026,0.11583885025371107,0.3193033356888588,0.10477195063553432,0.20836805215138438,0.25171781127051135
code_book26.npy,3192,70,15.416,2.974,22.144,3214.144,151.16,28.388329979879277,5.189134808853119,36.28169014084507,3228.281690140845,283.85110663983903,0.29392832846223127,0.06174975279816464,0.03722199087303062,0.26150010803740603,0.3455998198291675
code_book21.npy,3218,73,15.868,3.012,22.4,3240.4,154.074,28.98189134808853,5.2434607645875255,37.23138832997988,3255.23138832998,289.87726358148893,0.07308208825453681,0.10451977402704624,0.3115024961612146,0.2175821869416827,0.2933134546155197
