,codebook_dl,num_symbols,train_num_primitive_actions,train_num_abstract_actions,train_code_length,train_description_length,train_node_cost,test_num_primitive_actions,test_num_abstract_actions,test_code_length,test_description_length,test_node_cost,2,3,4,5,6
code_book8.npy,16440,100,15.268,2.968,27.168,4651.168,177.064,28.106639839034205,5.201207243460765,48.33802816901409,4672.338028169014,329.3963782696177,0.00185622240928024,0.0676643432904485,0.5681991257969589,0.33289457310247444,0.029385735400838036
code_book14.npy,16688,100,15.08,2.97,26.912,4575.912,177.942,27.93360160965795,5.21327967806841,47.967806841046276,4596.967806841047,331.8470824949698,0.01129605660374725,0.2961059371669873,0.0735380929371776,0.5903719899138961,0.028687923378191867
code_book11.npy,17344,100,15.808,2.944,25.232,4747.232,175.804,28.72635814889336,5.146881287726358,42.688128772635814,4764.6881287726355,324.32394366197184,0.01570078655994598,0.4576455364198463,0.29809438361741475,4.5970577224625345e-05,0.22851332282556822
code_book31.npy,17744,100,15.202,2.952,25.952,4624.952,179.15,28.122736418511067,5.175050301810865,44.55533199195171,4643.555331991952,334.8672032193159,0.05669512464199805,0.4607305230478021,0.05390285222744737,0.35928512132420465,0.0693863787585478
code_book10.npy,17816,100,15.048,2.958,25.728,4569.728,178.884,27.6579476861167,5.140845070422535,44.04024144869215,4588.0402414486925,331.15492957746477,0.30078930267758897,0.10094803972267771,0.042715025102487106,0.4857551102863526,0.06979252221089363
code_book7.npy,17904,100,15.188,2.992,27.968,4493.968,179.44,27.911468812877263,5.241448692152917,49.690140845070424,4515.69014084507,332.6016096579477,0.0937073485710001,0.17240898991630324,0.35885416035649775,0.3566909693315639,0.018338531824634883
code_book12.npy,17904,100,15.096,2.99,28.272,4576.272,184.692,27.492957746478872,5.156941649899396,48.643863179074444,4596.643863179074,342.3682092555332,0.027942304050504685,0.4498769663999722,0.2903110011391918,0.1949493189886059,0.036920409421725295
code_book17.npy,18088,100,15.366,2.952,24.16,4681.16,175.088,28.191146881287725,5.162977867203219,40.579476861167,4697.579476861167,325.784708249497,0.08731793871283146,0.3811580000579825,0.30157694210181535,0.00212960540080911,0.22781751372656164
code_book26.npy,18112,100,15.27,3.01,27.728,4528.728,181.286,28.150905432595575,5.255533199195171,48.83702213279678,4549.837022132797,334.6800804828974,0.07202922998713049,0.25853398978529485,0.30313492760085514,0.32988494782904065,0.0364169047976788
code_book15.npy,18152,100,15.086,2.958,27.408,4503.408,178.882,27.95774647887324,5.193158953722334,48.354124748490946,4524.354124748491,331.67203219315894,0.11662521878179102,0.22026560403475912,0.48398836942301343,0.14331972908008941,0.03580107868034702
code_book16.npy,18168,100,14.872,2.984,26.928,4478.928,181.62,27.58350100603622,5.189134808853119,47.098591549295776,4499.098591549296,336.19718309859155,0.052029339968839926,0.29322577229244984,0.32618577172044066,0.2972343649385101,0.03132475107975961
code_book32.npy,18208,100,15.022,3.004,28.176,4536.176,178.816,27.925553319919516,5.269617706237424,50.72032193158954,4558.72032193159,331.06639839034204,0.09641047836780368,0.2639068233492588,0.33952554038392785,0.28329902518140787,0.01685813271760172
code_book2.npy,18240,100,15.232,2.962,26.944,4525.944,178.214,27.784708249496983,5.162977867203219,46.26156941649899,4545.261569416499,331.6639839034205,0.30739225416633015,0.03270979477819649,0.31956988567209055,0.28952952309396074,0.050798542289422176
code_book36.npy,18296,100,15.174,2.986,28.304,4509.304,181.822,27.722334004024145,5.195171026156942,49.496981891348085,4530.496981891348,337.3098591549296,0.070758643848115,0.4392522111408764,0.2513181963606323,0.21134289173954832,0.027328056910827993
code_book29.npy,18320,100,15.396,2.952,26.352,4728.352,183.402,28.498993963782695,5.173038229376258,45.77867203219316,4747.778672032193,336.8732394366197,0.29812496874783073,0.5203221105101896,0.055191526852349584,0.006793595664721386,0.11956779822490878
code_book33.npy,18328,100,15.132,2.962,27.088,4627.088,177.826,27.68209255533199,5.162977867203219,46.245472837022135,4646.245472837022,331.0060362173038,0.3691800362830419,0.02890088660034354,0.3794056095322546,0.16739436184927278,0.05511910573508714
code_book6.npy,18328,100,15.108,2.946,26.992,4669.992,175.62,27.62575452716298,5.104627766599598,46.47082494969819,4689.470824949698,325.7062374245473,0.608745681382529,0.03765786516693178,0.09212126076966395,0.18677072057371505,0.07470447210716018
code_book35.npy,18504,100,14.924,2.976,26.88,4514.88,179.952,27.41649899396378,5.185110663983903,46.841046277665995,4534.841046277666,335.49698189134807,0.14960569252291855,0.356066208070998,0.1054837963568904,0.35128420523249115,0.03756009781670168
code_book27.npy,18512,100,15.07,2.934,26.8,4778.8,174.218,28.092555331991953,5.162977867203219,46.72837022132797,4798.728370221328,324.83903420523137,0.2688966850867652,0.45074053948105897,0.007209005614004748,0.18689692448182682,0.08625684533634448
code_book23.npy,18560,100,15.008,2.936,26.352,4712.352,178.356,27.621730382293762,5.106639839034205,46.00402414486921,4732.00402414487,331.43863179074447,0.4335689736410605,0.2139131406705398,0.007640964502113754,0.2834722755802735,0.0614046456060126
