,codebook_dl,num_symbols,train_num_primitive_actions,train_num_abstract_actions,train_code_length,train_description_length,train_node_cost,test_num_primitive_actions,test_num_abstract_actions,test_code_length,test_description_length,test_node_cost,4,5,6,7,8
code_book17.npy,14312,200,15.774,2.376,22.288,12218.288,209.444,28.6579476861167,4.070422535211268,37.47283702213279,12233.472837022133,369.8651911468813,0.18022908871127985,0.2720241704817161,0.358039913863305,0.0052485336780038645,0.18445829326569504
code_book1.npy,14344,200,15.896,2.428,24.336,11916.336,216.854,29.122736418511067,4.197183098591549,41.99597585513079,11933.99597585513,386.21327967806843,0.10620577081708586,0.31714342016098396,0.27523970635222067,0.265572145874709,0.03583895679500066
code_book14.npy,14352,200,16.308,2.38,22.16,12217.16,209.388,29.611670020120723,4.104627766599598,36.50704225352113,12231.507042253521,372.5271629778672,0.1613122219227845,0.29806034721411634,0.2918672279195461,0.005533685650253235,0.2432265172932998
code_book9.npy,14360,200,16.176,2.368,22.88,12220.88,209.304,29.525150905432596,4.132796780684105,38.80885311871227,12236.808853118713,375.53923541247485,0.2744409419407872,0.3568712515801501,0.02780316659822169,0.21725256802363352,0.12363207185720755
code_book33.npy,14368,200,16.194,2.406,23.248,12168.248,217.732,29.79678068410463,4.191146881287726,39.45271629778672,12184.452716297787,385.84507042253523,0.08634923163253978,0.40607902138417873,0.26464262973903446,0.10176546169062498,0.14116365555362195
code_book19.npy,14392,200,16.206,2.37,21.904,12212.904,207.284,29.6056338028169,4.116700201207244,37.00603621730382,12228.006036217304,370.83903420523137,0.26628442555851034,0.25112112591529623,0.22527753142568074,0.017356948348129814,0.23995996875238293
code_book5.npy,14392,200,15.91,2.378,22.624,12319.624,208.538,29.243460764587525,4.1368209255533195,38.1327967806841,12335.132796780685,375.20321931589535,0.356331256786114,0.2937978526270977,0.01421820495222305,0.16574027259538401,0.16991241303918128
code_book23.npy,14400,200,16.07,2.366,21.76,12355.76,218.224,29.643863179074447,4.130784708249497,37.199195171026155,12371.199195171026,388.6579476861167,0.41804736433020534,0.15106500854331636,0.1373315958427249,0.04484227057367303,0.24871376071008033
code_book8.npy,14400,200,16.104,2.374,22.96,12211.96,208.424,29.25754527162978,4.126760563380282,39.54929577464789,12228.549295774648,374.90945674044264,0.29851467692079703,0.2832455209467539,0.05403536165387158,0.28558725496551124,0.07861718551306617
code_book27.npy,14408,200,15.744,2.36,22.928,12136.928,211.128,29.14486921529175,4.132796780684105,39.53319919517103,12153.533199195172,381.46076458752515,0.2778109712086714,0.3901841868885169,0.1754979243189361,0.03241250468245418,0.12409441290142137
code_book18.npy,14424,200,16.182,2.402,23.12,12044.12,210.552,29.466800804828974,4.152917505030181,39.61368209255533,12060.613682092555,377.21931589537223,0.1849221431196045,0.2352079749119856,0.40486213902397494,0.05155115417564259,0.12345658876879236
code_book36.npy,14448,200,15.898,2.376,22.928,12152.928,215.092,29.175050301810867,4.144869215291751,39.56539235412475,12169.565392354125,388.36619718309856,0.4038451312583472,0.0737657200464873,0.24073403699917442,0.19171182578166032,0.08994328591433057
code_book13.npy,14472,200,16.076,2.38,22.96,12153.96,219.578,29.132796780684103,4.118712273641851,38.309859154929576,12169.30985915493,390.98792756539234,0.15970808351863552,0.3945481314795445,0.1543500104717527,0.1203675738574614,0.17102620067260588
code_book21.npy,14496,200,15.99,2.414,23.856,11959.856,207.792,28.955734406438633,4.134808853118712,40.61167002012073,11976.61167002012,374.9376257545272,0.26405564499172696,0.13510897543422523,0.26001735979238444,0.292643598336334,0.04817442144532952
code_book31.npy,14536,200,16.102,2.398,23.84,12179.84,208.402,29.116700201207244,4.128772635814889,39.59758551307847,12195.597585513078,372.51307847082495,0.29737116096632255,0.38015100099546073,0.06025366042623394,0.16939346468803257,0.09283071292395023
code_book20.npy,14552,200,15.98,2.366,22.448,12335.448,205.004,29.215291750503017,4.074446680080483,37.29577464788732,12350.295774647888,364.82696177062377,0.22577026087069077,0.31957541047895516,0.20224614729432017,0.03264700290672476,0.21976117844930915
code_book26.npy,14552,200,16.344,2.382,23.328,12118.328,209.706,29.661971830985916,4.114688128772636,38.48692152917505,12133.486921529175,372.75653923541245,0.368658802204967,0.2713349464299581,0.12813839307884808,0.07927793351206319,0.15258992477416347
code_book16.npy,14584,200,16.034,2.394,23.312,11990.312,211.092,29.08450704225352,4.1086519114688125,39.56539235412475,12006.565392354125,376.50905432595573,0.30488413994414676,0.14342182528948305,0.18957243739081908,0.28294618556311946,0.07917541181243175
code_book30.npy,14584,200,15.824,2.376,23.568,12008.568,217.898,28.929577464788732,4.090543259557344,39.66197183098591,12024.661971830987,391.13883299798795,0.18024618994003458,0.3131750154967208,0.32860918967900776,0.08342397513290858,0.09454562975132827
code_book34.npy,14592,200,15.784,2.374,22.752,12116.752,211.0,29.17102615694165,4.148893360160966,38.6317907444668,12132.631790744466,380.01810865191146,0.4262505538412432,0.17826596547260506,0.20350692992376895,0.053132900860433686,0.13884364990194886
code_book6.npy,14600,200,15.84,2.366,22.256,12087.256,214.528,29.26559356136821,4.116700201207244,38.00402414486921,12103.00402414487,385.40845070422534,0.35665396176567304,0.16490164498742058,0.22575074794822755,0.08205580489914639,0.1706378403995324
code_book7.npy,14600,200,16.066,2.378,23.664,11979.664,215.22,29.57344064386318,4.17102615694165,40.30583501006036,11996.30583501006,388.48692152917505,0.15636615266673237,0.36963575703743096,0.24342735449379177,0.14310638104883697,0.08746435475320789
code_book25.npy,14608,200,15.842,2.37,23.216,11993.216,212.92,29.3158953722334,4.154929577464789,39.758551307847085,12009.758551307847,381.3219315895372,0.2799909692652475,0.1955368386757312,0.30995904219396325,0.13396367126818765,0.08054947859687031
code_book29.npy,14656,200,15.85,2.35,22.416,12121.416,216.052,29.327967806841045,4.114688128772636,37.66599597585513,12136.665995975854,391.30784708249496,0.2774826060627662,0.24988979442154616,0.23132970966676655,0.05167240516427538,0.18962548468464585
code_book4.npy,14656,200,15.992,2.394,23.776,12001.776,213.656,29.269617706237426,4.173038229376258,40.643863179074444,12018.643863179075,384.12273641851107,0.27472073571793265,0.2731632434366087,0.20080581900180033,0.19518730868666448,0.05612289315699377
code_book11.npy,14672,200,15.736,2.374,23.072,12065.072,210.25,29.150905432595575,4.183098591549296,39.61368209255533,12081.613682092555,378.5372233400402,0.30316410195078003,0.2405035333812319,0.21883498469394905,0.13631089560823606,0.10118648436580291
code_book10.npy,14688,200,15.978,2.382,22.432,12174.432,211.728,29.29979879275654,4.140845070422535,38.374245472837025,12190.374245472836,377.75050301810865,0.34259552217583056,0.25941778966267703,0.15941885057288668,0.08817840724064743,0.15038943034795815
