,codebook_dl,num_symbols,train_num_primitive_actions,train_num_abstract_actions,train_code_length,train_description_length,train_node_cost,test_num_primitive_actions,test_num_abstract_actions,test_code_length,test_description_length,test_node_cost,4,5,6,7,8
code_book40.npy,13504,200,16.654,2.386,23.856,12434.856,213.316,29.770623742454728,4.122736418511066,39.114688128772634,12450.114688128773,378.6861167002012,0.004233378497577836,0.4229901013168471,0.043260227775466085,0.43490501669172127,0.09461127571838768
code_book37.npy,13512,200,16.068,2.368,23.472,12404.472,225.13,29.16297786720322,4.1086519114688125,38.69617706237425,12419.696177062375,399.2374245472837,0.039263017125732706,0.6216563334909109,0.0657954281017212,0.11839719684676421,0.15488802443487107
code_book28.npy,13968,200,16.362,2.41,23.552,12074.552,208.464,29.58148893360161,4.183098591549296,39.19517102615694,12090.195171026156,375.1207243460765,0.18831507146143328,0.09577942637513981,0.18743634210518983,0.45673989369734913,0.07172926636088803
code_book2.npy,14088,200,16.28,2.382,23.712,12011.712,207.836,29.672032193158955,4.148893360160966,40.08048289738431,12028.080482897385,374.5835010060362,0.08183406839918458,0.10735009757580817,0.4131526312343612,0.3088530898224099,0.08881011296823617
code_book12.npy,14168,200,16.336,2.39,22.992,12320.992,214.626,29.59758551307847,4.124748490945674,38.69617706237425,12336.696177062375,381.85110663983903,0.3234148627310227,0.008713957385447512,0.4081551575487628,0.09494021444810385,0.16477580788666304
code_book35.npy,14192,200,16.174,2.434,24.24,12012.24,212.12,29.356136820925553,4.203219315895372,40.901408450704224,12028.901408450703,378.0020120724346,0.11172010404489124,0.22164539514845677,0.19081679793517503,0.42954431918073865,0.046273383690738294
code_book24.npy,14224,200,15.958,2.39,23.44,11991.44,208.372,29.183098591549296,4.175050301810865,40.32193158953722,12008.321931589537,373.38028169014086,0.04141669022133031,0.21709858850539795,0.3747971611396025,0.2806055263780818,0.08608203375558746
code_book15.npy,14256,200,16.342,2.36,22.192,12173.192,210.29,29.527162977867203,4.072434607645875,37.118712273641854,12188.118712273641,375.43259557344066,0.12167900219757642,0.36079948836288184,0.2765693439426413,0.0032712000114708205,0.23768096548542958
code_book38.npy,14256,200,16.004,2.392,22.592,12408.592,210.414,29.56539235412475,4.150905432595573,38.88933601609658,12424.889336016096,376.30382293762574,0.49769937076107884,0.10846206298233257,0.0978136631477884,0.11045143655306568,0.1855734665557345
code_book32.npy,14280,200,16.15,2.374,22.16,12302.16,209.47,29.75251509054326,4.150905432595573,37.53722334004024,12317.53722334004,375.64386317907446,0.3873210699777107,0.0876341275786038,0.2483193588030501,0.005756986552920763,0.27096845708771466
code_book22.npy,14296,200,16.046,2.354,22.432,12347.432,214.272,29.54527162977867,4.126760563380282,37.36016096579477,12362.360160965794,384.54527162977865,0.4294991741759171,0.22130072990386213,0.02611703149910585,0.08612615608292948,0.23695690833818545
code_book39.npy,14296,200,15.8,2.378,23.648,12071.648,210.176,29.277665995975855,4.203219315895372,40.30583501006036,12088.30583501006,380.9154929577465,0.3051355095251017,0.3690821986033907,0.027865125413310956,0.22760065612223776,0.070316510335959
code_book3.npy,14304,200,16.182,2.392,23.984,12037.984,211.988,29.498993963782695,4.175050301810865,40.65995975855131,12054.659959758552,381.66599597585514,0.3730751910670681,0.048680701759153525,0.22656056994100945,0.2850048901560299,0.06667864707673908
