,codebook_dl,num_symbols,train_rl_auc,test_rl_auc,train_num_primitive_actions,train_num_abstract_actions,train_code_length,train_description_length,train_node_cost,test_num_primitive_actions,test_num_abstract_actions,test_code_length,test_description_length,test_node_cost
code_book4.npy,27861,62,187.16435034135807,24.523810220782927,17.238,3.812,21.024,2762.024,77.5,30.62374245472837,6.647887323943662,33.78672032193159,2774.7867203219316,142.1810865191147
code_book5.npy,28217,103,171.98679327820463,19.100501167084882,19.676,3.754,21.84,5478.84,90.302,33.5533199195171,6.283702213279678,34.012072434607646,5491.012072434608,148.28370221327967
code_book3.npy,29541,37,184.87833114340222,22.22372482585979,15.35,4.22,21.168,1330.168,83.002,26.98993963782696,7.249496981891348,33.11066398390342,1342.1106639839034,163.5211267605634
code_book6.npy,29593,150,153.3627018444975,13.96620915933094,22.888,3.734,22.592,9207.592,100.624,37.283702213279675,6.022132796780684,34.57545271629779,9219.575452716297,150.4788732394366
code_book2.npy,33380,21,157.83890030926426,7.966035369783176,14.534,5.1,21.072,561.072,101.064,26.098591549295776,9.058350100603622,33.78672032193159,573.7867203219316,202.38832997987927
code_book7.npy,33615,216,139.61331714313093,12.541231512618918,26.776,3.81,24.624,15095.624,132.818,43.94164989939638,6.2434607645875255,38.16498993963783,15109.164989939638,193.27766599597587
code_book8.npy,38576,281,140.89740443134335,11.383656329216246,30.604,3.794,25.68,21825.68,131.61,50.798792756539235,6.2716297786720325,40.40241448692153,21840.40241448692,187.77464788732394
code_book1.npy,42055,11,116.8401531335093,1.6519696546727878,13.854,7.19,24.72,207.72,99.234,24.680080482897385,12.599597585513079,40.65995975855131,223.6599597585513,204.92555331991952
code_book9.npy,44412,342,120.68412610926583,12.191351327299184,34.474,3.766,25.68,29349.68,152.37,57.645875251509054,6.283702213279678,40.643863179074444,29364.643863179073,208.59356136820927
